Worker,,IP address,Websites,AD1,AD2,AD3,AD4,AD5,AD6,AD7,AD8,AD9,AD10,AD11,AD12,AD13,AD14,AD15,AD16,AD17,AD18,AD19,AD20,AD21,AD22,AD23,AD24,AD25,AD26,AD27,AD28,AD29,AD30,AD31,AD32,AD33,AD34,AD35,AD36,AD37,AD38,AD39,AD40,AD41,AD42
Member_2893961705,ON,,iplocation.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Member_2893961705,ON,,onlinerekenmachine,play.google.com,binance.com/en/nft,binance.com/en/nft,acronis.com,binance.com/en/nft,binance.com/en/nft,acronis.com,microsoft.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Member_2893961705,ON,,web2.0calc,quintoandar.com.br,quintoandar.com.br,quintoandar.com.br,xpeducacao.com.br,xpeducacao.com.br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Member_2893961705,ON,,Worldometers.info,descomplica.com.br,binance.com/en/nft,binance.com/en/nft,descomplica.com.br,unip.br,cruzeirodosul.edu.br,descomplica.com.br,unip.br,cruzeirodosul.edu.br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Member_2893961705,OFF,,calculator-1,cruzeirodosul.edu.br,portal.fmu.br,portal.fmu.br,yapay.com.br,portal.fmu.br,portal.fmu.br,olibonepneus.com.br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Member_2893961705,OFF,,engineeringtoolbox.com,pipeflow.co.uk,binance.com/en/nft,pipeflow.co.uk,pipeflow.co.uk,pipeflow.co.uk,pipeflow.co.uk,pipeflow.co.uk,pipeflow.co.uk,pipeflow.co.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Member_2893961705,OFF,,files-conversion,tbsiptv.com,binance.com/en/nft,binance.com/en/nft,famdvd.com.br,atlassian.com,binance.com/en/nft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Member_2893961705,OFF,,Gmail ,123milhas.com,kavak.com,dell.com,ipirangahusillos.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Member_2893961705,OFF,,imgbb.com,binance.com/en/nft,mobil.com,binance.com/en/nft,verygoodsecurity.com,coca-colacompany.com,binance.com/en/nft,coca-colacompany.com,livelo.com.br,casasbahia.com.br,livelo.com.br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Member_2893961705,OFF,,onlinerekenmachine,opera.com,cruzeirodosul.edu.br,coca-colacompany.com,coca-colacompany.com,cruzeirodosul.edu.br,atlassian.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Member_2893961705,OFF,,web2.0calc,pucrs.br,portal.fmu.br,samsung.com,salinas-rio.com.br,cruzeirodosul.edu.br,portal.fmu.br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Member_2893961705,OFF,,Worldometers.info,binance.com/en/nft,binance.com/en/nft,binance.com/en/nft,binance.com/en/nft,binance.com/en/nft,binance.com/en/nft,workable.com,aperam.com,decathlon.com,portal.fmu.br,samsung.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgiane,ON,,calculator-1,vboxautomotive.co.uk,binance.com/en/nft,binance.com/en/nft,binance.com/en/nft,binance.com/en/nft,binance.com/en/nft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgiane,ON,,engineeringtoolbox.com,peptide.com,merck.com,binance.com/en/nft,merck.com,pipeflow.co.uk,merck.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgiane,ON,,files-conversion,creativitysoftware.net,syniverse.com,syniverse.com,syniverse.com,syniverse.com,syniverse.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgiane,ON,,Gmail ,cora.com.br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgiane,ON,,imgbb.com,binance.com/en/nft,binance.com/en/nft,binance.com/en/nft,binance.com/en/nft,binance.com/en/nft,binance.com/en/nft,binance.com/en/nft,binance.com/en/nft,binance.com/en/nft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgiane,ON,,iplocation.net,crypto.com,crypto.com,amazon.com/Prime-Video/b?node=2676882011,ezoic.com,discoveryplus.com,amazon.com/Prime-Video/b?node=2676882011,ezoic.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgiane,ON,,onlinerekenmachine,vivo.com.br,microsoft.com,kalunga.com.br,binance.com/en/nft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgiane,ON,,web2.0calc,binance.com/en/nft,binance.com/en/nft,peugeot.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgiane,ON,,Worldometers.info,accenture.com,accenture.com,semrush.com,binance.com/en/nft,workable.com,accenture.com,totango.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgiane,OFF,,calculator-1,magazineluiza.com.br,magazineluiza.com.br,amazon.com/Prime-Video/b?node=2676882011,scantech.com,amazon.com/Prime-Video/b?node=2676882011,amazon.com/Prime-Video/b?node=2676882011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgiane,OFF,,engineeringtoolbox.com,pipeflow.co.uk,merck.com,geminibio.com,merck.com,aperam.com,merck.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgiane,OFF,,files-conversion,postaffiliatepro.com,nchsoftware.com,nchsoftware.com,nchsoftware.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgiane,OFF,,Gmail ,wework.com,uol.com.br,cora.com.br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgiane,OFF,,imgbb.com,avast.com,adobe.com,hurb.com,avast.com,avast.com,avast.com,hurb.com,hurb.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgiane,OFF,,onlinerekenmachine,shein.com,shein.com,vivo.com.br,shein.com,shein.com,palladiumhotelgroup.com,palladiumhotelgroup.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgiane,OFF,,web2.0calc,amazon.com/Prime-Video/b?node=2676882011,office.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgiane,OFF,,Worldometers.info,amazon.com/Prime-Video/b?node=2676882011,shein.com,shein.com,amazon.com/Prime-Video/b?node=2676882011,shein.com,shein.com,shein.com,shein.com,shein.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randy,ON,,calculator-1,overthereality.ai,overthereality.ai,overthereality.ai,overthereality.ai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randy,ON,,engineeringtoolbox.com,binance.com/en/nft,binance.com/en/nft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randy,ON,,files-conversion,binance.com/en/nft,binance.com/en/nft,binance.com/en/nft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randy,ON,,Gmail ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randy,ON,,imgbb.com,binance.com/en/nft,binance.com/en/nft,binance.com/en/nft,binance.com/en/nft,binance.com/en/nft,binance.com/en/nft,binance.com/en/nft,binance.com/en/nft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randy,ON,,iplocation.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randy,ON,,onlinerekenmachine,binance.com/en/nft,overthereality.ai,overthereality.ai,binance.com/en/nft,overthereality.ai,binance.com/en/nft,binance.com/en/nft,overthereality.ai,binance.com/en/nft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randy,ON,,web2.0calc,overthereality.ai,binance.com/en/nft,overthereality.ai,binance.com/en/nft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randy,ON,,Worldometers.info,binance.com/en/nft,binance.com/en/nft,binance.com/en/nft,overthereality.ai,binance.com/en/nft,overthereality.ai,binance.com/en/nft,binance.com/en/nft,binance.com/en/nft,binance.com/en/nft,binance.com/en/nft,binance.com/en/nft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wetransfer,ON,,calculator-1,shopify.com,clevertap.com,elements.envato.com,elements.envato.com,elements.envato.com,elements.envato.com,elements.envato.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wetransfer,ON,,engineeringtoolbox.com,ametek.com,grammarly.com,sparkhire.com,grammarly.com,hardoxwearparts.com,grammarly.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wetransfer,ON,,files-conversion,elements.envato.com,elements.envato.com,elements.envato.com,elements.envato.com,elements.envato.com,elements.envato.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wetransfer,ON,,Gmail ,simplilearn.com,grammarly.com,infosectrain.com,octafx.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wetransfer,ON,,imgbb.com,elements.envato.com,elements.envato.com,elements.envato.com,componentsearchengine.com,elements.envato.com,elements.envato.com,elements.envato.com,componentsearchengine.com,componentsearchengine.com,componentsearchengine.com,componentsearchengine.com,elements.envato.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wetransfer,ON,,iplocation.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wetransfer,ON,,onlinerekenmachine,elements.envato.com,elements.envato.com,elements.envato.com,elements.envato.com,elements.envato.com,elements.envato.com,elements.envato.com,elements.envato.com,elements.envato.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wetransfer,ON,,web2.0calc,The Arecibo Antenna By Helias Doundoulakis (Book),The Arecibo Antenna By Helias Doundoulakis (Book),The Arecibo Antenna By Helias Doundoulakis (Book),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wetransfer,ON,,Worldometers.info,document360.com,giftsbyrashi.com,giftsbyrashi.com,giftsbyrashi.com,secureteam.net,hear.com,giftsbyrashi.com,giftsbyrashi.com,secureteam.net,giftsbyrashi.com,giftsbyrashi.com,giftsbyrashi.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
